dmu_id,Area,Productivity,Production,operation_category,operation,equipment,repetitions,total_area_worked,area_per_tonne,year,month,day
C8_2022,12.50,4.15,51.91,crop_protection,herbicide,sprayer,1,12.50,0.241,2022,6,22
C8_2022,32.50,5.78,187.85,crop_protection,herbicide,sprayer,1,32.50,0.173,2022,6,23
C8_2022,32.50,5.78,187.85,crop_protection,herbicide,sprayer,1,32.50,0.173,2022,6,23
C8_2022,12.50,6.45,80.66,crop_protection,herbicide,sprayer,1,12.50,0.155,2022,6,24
C8_2022,12.50,6.45,80.66,crop_protection,herbicide,sprayer,1,12.50,0.155,2022,6,24
C8_2022,12.50,4.15,51.91,crop_protection,pesticide,sprayer,1,12.50,0.241,2022,6,25
C8_2022,32.50,5.78,187.85,crop_protection,pesticide,sprayer,1,32.50,0.173,2022,6,25
C8_2022,12.50,6.45,80.66,crop_protection,pesticide,sprayer,1,12.50,0.155,2022,6,25
C8_2022,0.82,4.34,3.56,crop_protection,pesticide,sprayer,1,0.82,0.230,2022,6,25
C8_2022,12.50,4.15,51.91,crop_protection,herbicide,sprayer,1,12.50,0.241,2022,6,30
C8_2022,12.50,4.15,51.88,sowing,sementeira,centrifugal_spreader,1,12.50,0.241,2022,5,27
C8_2022,32.50,5.78,187.85,sowing,sementeira,centrifugal_spreader,1,32.50,0.173,2022,5,27
C8_2022,12.50,6.45,80.63,sowing,sementeira,centrifugal_spreader,1,12.50,0.155,2022,5,27
C8_2022,0.82,4.34,3.56,sowing,sementeira,centrifugal_spreader,1,0.82,0.230,2022,5,27
C8_2023,58.04,5.73,332.57,soil_operation,disk_harrow x3,disk_harrow,3,174.12,0.524,2023,4,20
C8_2023,58.04,5.73,332.57,soil_operation,levelling,laser_leveler,1,58.04,0.175,2023,4,20
C8_2023,58.04,5.73,332.57,soil_operation,fertiliser_integration,rotary_tiller,1,58.04,0.175,2023,8,5
C8_2023,58.04,5.73,332.57,harvest,colheita,combine_harvester,1,58.04,0.175,2023,11,20
C8_2023,58.34,5.73,334.29,topdressing,adubação cobertura,centrifugal_spreader,1,58.04,0.174,2023,7,2
C8_2023,58.34,5.73,334.29,basal_fertilisation,adubação fundo,centrifugal_spreader,1,58.04,0.174,2023,8,5
C8_2023,17.30,3.17,54.77,crop_protection,herbicide,sprayer,1,17.30,0.316,2023,5,10
C8_2023,10.00,14.11,141.12,crop_protection,herbicide,sprayer,1,10.00,0.071,2023,6,6
C8_2023,10.00,14.11,141.12,crop_protection,herbicide,sprayer,1,10.00,0.071,2023,6,6
C8_2023,10.00,14.11,141.12,crop_protection,herbicide,sprayer,1,10.00,0.071,2023,6,6
C8_2023,37.80,3.17,119.67,crop_protection,herbicide,sprayer,1,37.80,0.316,2023,6,8
C8_2023,37.80,3.17,119.67,crop_protection,herbicide,sprayer,1,37.80,0.316,2023,6,8
C8_2023,37.80,3.17,119.67,crop_protection,herbicide,sprayer,1,37.80,0.316,2023,6,8
C8_2023,37.80,3.17,119.67,crop_protection,herbicide,sprayer,1,37.80,0.316,2023,6,20
C8_2023,37.80,3.17,119.67,crop_protection,herbicide,sprayer,1,37.80,0.316,2023,6,20
C8_2023,37.80,3.17,119.67,crop_protection,herbicide,sprayer,1,37.80,0.316,2023,6,20
C8_2023,37.80,3.17,119.67,crop_protection,herbicide,sprayer,1,37.80,0.316,2023,6,26
C8_2023,5.90,2.07,12.19,crop_protection,herbicide,sprayer,1,5.90,0.484,2023,6,26
C8_2023,37.80,3.17,119.67,crop_protection,herbicide,sprayer,1,37.80,0.316,2023,6,26
C8_2023,5.90,2.07,12.19,crop_protection,herbicide,sprayer,1,5.90,0.484,2023,6,26
C8_2023,37.80,3.17,119.67,crop_protection,pesticide,sprayer,1,37.80,0.316,2023,7,10
C8_2023,37.80,3.17,119.67,crop_protection,pesticide,sprayer,1,37.80,0.316,2023,7,17
C8_2023,14.34,14.11,202.37,crop_protection,pesticide,sprayer,1,14.34,0.071,2023,7,17
C8_2023,5.90,2.07,12.19,crop_protection,pesticide,sprayer,1,5.90,0.484,2023,7,17
C8_2023,37.80,3.17,119.83,sowing,sementeira,seeder,1,37.80,0.315,2023,5,25
C8_2023,14.34,14.11,202.34,sowing,sementeira,seeder,1,14.34,0.071,2023,5,25
C8_2023,5.90,2.07,12.21,sowing,sementeira,seeder,1,5.90,0.483,2023,5,25
C8_2024,59.12,3.95,233.52,soil_operation,disk_harrow x3,disk_harrow,3,177.36,0.759,2024,5,10
C8_2024,59.12,3.95,233.52,soil_operation,fertiliser_integration,rotary_tiller,1,59.12,0.253,2024,5,15
C8_2024,59.12,3.95,233.52,soil_operation,levelling,laser_leveler,1,59.12,0.253,2024,8,5
C8_2024,59.12,3.95,233.52,harvest,colheita,combine_harvester,1,59.12,0.253,2024,10,30
C8_2024,59.12,3.95,233.52,basal_fertilisation,adubação fundo,centrifugal_spreader,1,59.12,0.253,2024,5,15
C8_2024,59.12,3.95,233.52,topdressing,adubação cobertura,centrifugal_spreader,1,59.12,0.253,2024,7,20
C8_2024,4.00,1.52,6.06,crop_protection,herbicide,sprayer,1,4.00,0.660,2024,6,12
C8_2024,17.20,3.98,68.39,crop_protection,herbicide,sprayer,1,17.20,0.252,2024,6,12
C8_2024,17.20,3.98,68.39,crop_protection,herbicide,sprayer,1,17.20,0.252,2024,6,12
C8_2024,17.20,3.98,68.39,crop_protection,herbicide,sprayer,1,17.20,0.252,2024,6,12
C8_2024,25.42,3.77,95.94,crop_protection,herbicide,sprayer,1,25.42,0.265,2024,6,12
C8_2024,12.50,5.06,63.19,crop_protection,herbicide,sprayer,1,12.50,0.198,2024,6,16
C8_2024,12.50,5.06,63.19,crop_protection,herbicide,sprayer,1,12.50,0.198,2024,6,16
C8_2024,12.50,5.06,63.19,crop_protection,herbicide,sprayer,1,12.50,0.198,2024,6,16
C8_2024,12.50,5.06,63.19,crop_protection,herbicide,sprayer,1,12.50,0.198,2024,7,3
C8_2024,12.50,5.06,63.19,crop_protection,herbicide,sprayer,1,12.50,0.198,2024,7,3
C8_2024,12.50,5.06,63.19,crop_protection,herbicide,sprayer,1,12.50,0.198,2024,7,3
C8_2024,25.42,3.77,95.94,crop_protection,fungicide,sprayer,1,25.42,0.265,2024,8,1
C8_2024,4.00,1.52,6.08,sowing,sementeira,centrifugal_spreader,1,4.00,0.658,2024,6,6
C8_2024,12.50,5.06,63.25,sowing,sementeira,centrifugal_spreader,1,12.50,0.198,2024,6,6
C8_2024,17.20,3.98,68.46,sowing,sementeira,centrifugal_spreader,1,17.20,0.251,2024,6,6
C8_2024,25.42,3.77,95.83,sowing,sementeira,centrifugal_spreader,1,25.42,0.265,2024,6,6
D1_2022,12.25,1.36,16.66,soil_operation,disk_harrow x3,disk_harrow,3,36.75,2.206,2022,4,5
D1_2022,12.25,1.36,16.66,soil_operation,fertiliser_integration,rotary_tiller,1,12.25,0.735,2022,5,11
D1_2022,12.25,1.36,16.66,soil_operation,levelling,laser_leveler,1,12.25,0.735,2022,8,5
D1_2022,12.25,1.36,16.66,harvest,colheita,combine_harvester,1,12.25,0.735,2022,10,18
D1_2022,12.25,1.36,16.66,topdressing,adubação cobertura,centrifugal_spreader,1,12.25,0.735,2022,6,14
D1_2022,12.25,1.36,16.66,basal_fertilisation,adubação fundo,centrifugal_spreader,1,6.60,0.396,2022,9,5
D1_2022,12.25,1.36,16.68,crop_protection,herbicide,sprayer,1,12.25,0.734,2022,4,20
D1_2022,11.50,1.36,15.66,crop_protection,herbicide,sprayer,1,11.50,0.734,2022,5,12
D1_2022,12.25,1.36,16.68,crop_protection,fungicide,sprayer,1,12.25,0.734,2022,5,13
D1_2022,12.25,1.36,16.68,crop_protection,herbicide,sprayer,1,12.25,0.734,2022,5,13
D1_2022,6.00,1.36,8.17,crop_protection,herbicide,sprayer,1,6.00,0.734,2022,5,13
D1_2022,12.25,1.36,16.68,crop_protection,herbicide,sprayer,1,12.25,0.734,2022,5,14
D1_2022,12.25,1.36,16.68,crop_protection,herbicide,sprayer,1,12.25,0.734,2022,5,14
D1_2022,12.25,1.36,16.68,crop_protection,fungicide,sprayer,1,12.25,0.734,2022,6,10
D1_2022,4.20,1.36,5.72,crop_protection,pesticide,sprayer,1,4.20,0.734,2022,6,10
D1_2022,12.25,1.36,16.66,sowing,sementeira_linha,seeder,1,12.25,0.735,2022,4,24
D1_2023,17.99,4.90,88.15,soil_operation,disk_harrow x3,disk_harrow,3,53.97,0.612,2023,5,1
D1_2023,17.99,4.90,88.15,soil_operation,fertiliser_integration,rotary_tiller,1,17.99,0.204,2023,5,15
D1_2023,17.99,4.90,88.15,soil_operation,levelling,laser_leveler,1,17.99,0.204,2023,8,5
D1_2023,17.99,4.90,88.15,harvest,harvest,combine_harvester,1,17.99,0.204,2023,10,11
D1_2023,17.99,4.90,88.15,fertilisation,basal_fertilisation,centrifugal_spreader,1,17.99,0.204,2023,5,15
D1_2023,17.99,4.90,88.15,fertilisation,topdressing,centrifugal_spreader,1,17.99,0.204,2023,7,25
D1_2023,17.99,4.90,88.22,crop_protection,herbicide,sprayer,1,17.99,0.204,2023,5,10
D1_2023,17.99,4.90,88.22,crop_protection,herbicide,sprayer,1,17.99,0.204,2023,6,15
D1_2023,17.99,4.90,88.22,crop_protection,herbicide,sprayer,1,17.99,0.204,2023,6,15
D1_2023,17.99,4.90,88.22,crop_protection,herbicide,sprayer,1,17.99,0.204,2023,6,15
D1_2023,17.99,4.90,88.22,crop_protection,herbicide,sprayer,1,17.99,0.204,2023,6,15
D1_2023,17.99,4.90,88.22,crop_protection,herbicide,sprayer,1,17.99,0.204,2023,6,20
D1_2023,17.99,4.90,88.22,crop_protection,herbicide,sprayer,1,17.99,0.204,2023,6,20
D1_2023,17.99,4.90,88.22,crop_protection,pesticide,sprayer,1,17.99,0.204,2023,8,1
D1_2023,17.99,4.90,88.15,sowing,sementeira,centrifugal_spreader,1,17.99,0.204,2023,5,15
D1_2024,24.80,5.68,140.86,soil_operation,disk_harrow x3,disk_harrow,3,74.4,0.528,2024,5,10
D1_2024,24.80,5.68,140.86,soil_operation,fertiliser_integration,rotary_tiller,1,24.8,0.176,2024,5,15
D1_2024,24.80,5.68,140.86,soil_operation,levelling,laser_leveler,1,24.8,0.176,2024,8,5
D1_2024,24.80,5.68,140.86,harvest,harvest,combine_harvester,1,24.8,0.176,2024,10,30
D1_2024,24.80,5.68,140.86,fertilisation,basal_fertilisation,centrifugal_spreader,1,24.80,0.176,2024,5,15
D1_2024,24.80,5.68,140.86,fertilisation,topdressing,centrifugal_spreader,1,24.80,0.176,2024,7,20
D1_2024,13.00,6.42,83.45,crop_protection,herbicide,sprayer,1,13.00,0.156,2024,6,12
D1_2024,13.00,6.42,83.45,crop_protection,herbicide,sprayer,1,13.00,0.156,2024,6,12
D1_2024,13.00,6.42,83.45,crop_protection,herbicide,sprayer,1,13.00,0.156,2024,6,12
D1_2024,25.42,3.77,95.94,crop_protection,herbicide,sprayer,1,25.42,0.265,2024,6,12
D1_2024,1.80,5.56,10.01,crop_protection,herbicide,sprayer,1,1.80,0.180,2024,6,16
D1_2024,1.80,5.56,10.01,crop_protection,herbicide,sprayer,1,1.80,0.180,2024,6,16
D1_2024,1.80,5.56,10.01,crop_protection,herbicide,sprayer,1,1.80,0.180,2024,6,16
D1_2024,1.80,5.56,10.01,crop_protection,herbicide,sprayer,1,1.80,0.180,2024,7,3
D1_2024,1.80,5.56,10.01,crop_protection,herbicide,sprayer,1,1.80,0.180,2024,7,3
D1_2024,1.80,5.56,10.01,crop_protection,herbicide,sprayer,1,1.80,0.180,2024,7,3
D1_2024,25.42,3.77,95.94,crop_protection,fungicide,sprayer,1,25.42,0.265,2024,8,1
D1_2024,13.00,6.42,83.46,sowing,sementeira,centrifugal_spreader,1,13.00,0.156,2024,6,6
D1_2024,10.00,4.39,43.90,sowing,sementeira,centrifugal_spreader,1,10.00,0.228,2024,6,6
D1_2024,1.80,5.56,10.01,sowing,sementeira,centrifugal_spreader,1,1.80,0.180,2024,6,6
D2_2022,18.21,1.23,22.40,soil_operation,disk_harrow x3,disk_harrow,3,54.63,2.439,2022,5,5
D2_2022,18.21,1.23,22.40,soil_operation,fertiliser_integration,rotary_tiller,1,18.21,0.813,2022,5,11
D2_2022,18.21,1.23,22.40,soil_operation,levelling,laser_leveler,1,18.21,0.813,2022,7,5
D2_2022,18.21,1.23,22.40,harvest,harvest,combine_harvester,1,18.21,0.813,2022,12,10
D2_2022,18.22,1.23,22.41,fertilisation,topdressing,centrifugal_spreader,1,18.21,0.813,2022,6,11
D2_2022,18.22,1.23,22.41,fertilisation,basal_fertilisation,centrifugal_spreader,1,18.21,0.813,2022,8,5
D2_2022,18.21,1.23,22.34,crop_protection,herbicide,sprayer,1,18.21,0.815,2022,4,20
D2_2022,18.21,1.23,22.34,crop_protection,herbicide,sprayer,1,18.21,0.815,2022,5,12
D2_2022,18.21,1.23,22.34,crop_protection,fungicide,sprayer,1,18.21,0.815,2022,6,3
D2_2022,18.21,1.23,22.34,crop_protection,herbicide,sprayer,1,18.21,0.815,2022,6,3
D2_2022,18.21,1.23,22.34,crop_protection,herbicide,sprayer,1,18.21,0.815,2022,6,3
D2_2022,18.21,1.23,22.34,crop_protection,herbicide,sprayer,1,18.21,0.815,2022,6,5
D2_2022,18.21,1.23,22.34,crop_protection,herbicide,sprayer,1,18.21,0.815,2022,6,5
D2_2022,18.21,1.23,22.34,crop_protection,herbicide,sprayer,1,18.21,0.815,2022,6,5
D2_2022,18.21,1.23,22.40,sowing,sementeira_linha,seeder,1,18.21,0.813,2022,5,20
D2_2023,18.22,4.84,88.18,soil_operation,disk_harrow x3,disk_harrow,3,54.66,0.620,2023,3,15
D2_2023,18.22,4.84,88.18,soil_operation,levelling,laser_leveler,1,18.22,0.207,2023,4,14
D2_2023,18.22,4.84,88.18,soil_operation,fertiliser_integration,rotary_tiller,1,18.22,0.207,2023,4,26
D2_2023,18.22,4.84,88.18,harvest,harvest,combine_harvester,1,18.22,0.207,2023,11,15
D2_2023,18.22,4.84,88.18,fertilisation,topdressing,centrifugal_spreader,1,18.22,0.207,2023,1,8
D2_2023,18.22,4.84,88.18,fertilisation,basal_fertilisation,centrifugal_spreader,1,18.22,0.207,2023,4,24
D2_2023,18.22,4.84,88.22,crop_protection,herbicide,sprayer,1,18.22,0.207,2023,5,7
D2_2023,18.22,4.84,88.22,crop_protection,herbicide,sprayer,1,18.22,0.207,2023,6,2
D2_2023,18.22,4.84,88.22,crop_protection,herbicide,sprayer,1,18.22,0.207,2023,6,3
D2_2023,18.22,4.84,88.22,crop_protection,herbicide,sprayer,1,18.22,0.207,2023,6,3
D2_2023,18.22,4.84,88.22,crop_protection,herbicide,sprayer,1,18.22,0.207,2023,6,5
D2_2023,18.22,4.84,88.22,crop_protection,herbicide,sprayer,1,18.22,0.207,2023,6,5
D2_2023,18.22,4.84,88.22,crop_protection,herbicide,sprayer,1,18.22,0.207,2023,6,5
D2_2023,18.22,4.84,88.22,crop_protection,herbicide,sprayer,1,18.22,0.207,2023,6,5
D2_2023,18.22,4.84,88.22,crop_protection,pesticide,sprayer,1,18.22,0.207,2023,7,10
D2_2023,18.22,4.84,88.22,crop_protection,fungicide,sprayer,1,18.22,0.207,2023,7,11
D2_2023,18.22,4.84,88.18,sowing,sementeira,centrifugal_spreader,1,18.22,0.207,2023,5,10
D2_2024,18.22,6.77,123.35,soil_operation,disk_harrow x3,disk_harrow,3,54.66,0.443,2024,5,10
D2_2024,18.22,6.77,123.35,soil_operation,fertiliser_integration,rotary_tiller,1,18.22,0.148,2024,5,15
D2_2024,18.22,6.77,123.35,soil_operation,levelling,laser_leveler,1,18.22,0.148,2024,8,5
D2_2024,18.22,6.77,123.35,harvest,harvest,combine_harvester,1,18.22,0.148,2024,9,24
D2_2024,18.22,6.77,123.35,fertilisation,basal_fertilisation,centrifugal_spreader,1,18.22,0.148,2024,5,15
D2_2024,18.22,6.77,123.35,fertilisation,topdressing,centrifugal_spreader,1,18.22,0.148,2024,7,20
D2_2024,18.22,6.77,123.29,crop_protection,herbicide,sprayer,1,18.22,0.148,2024,6,12
D2_2024,18.22,6.77,123.29,crop_protection,herbicide,sprayer,1,18.22,0.148,2024,6,12
D2_2024,18.22,6.77,123.29,crop_protection,herbicide,sprayer,1,18.22,0.148,2024,6,12
D2_2024,18.22,6.77,123.29,crop_protection,herbicide,sprayer,1,18.22,0.148,2024,6,16
D2_2024,18.22,6.77,123.29,crop_protection,herbicide,sprayer,1,18.22,0.148,2024,6,16
D2_2024,18.22,6.77,123.29,crop_protection,herbicide,sprayer,1,18.22,0.148,2024,6,16
D2_2024,18.22,6.77,123.29,crop_protection,herbicide,sprayer,1,18.22,0.148,2024,7,3
D2_2024,18.22,6.77,123.29,crop_protection,herbicide,sprayer,1,18.22,0.148,2024,7,3
D2_2024,18.22,6.77,123.29,crop_protection,herbicide,sprayer,1,18.22,0.148,2024,7,3
D2_2024,18.22,6.77,123.35,sowing,sementeira,centrifugal_spreader,1,18.22,0.148,2024,6,6
NT1_2023,14.92,6.49,96.83,harvest,colheita,combine_harvester,1,14.92,0.154,2023,10,10
NT1_2023,14.92,6.49,96.83,topdressing,adubação cobertura,centrifugal_spreader,1,14.92,0.154,2023,2,5
NT1_2023,14.92,6.49,96.83,topdressing,adubação cobertura,centrifugal_spreader,1,14.92,0.154,2023,5,2
NT1_2023,14.92,6.49,96.79,crop_protection,herbicide,sprayer,1,14.92,0.154,2023,5,10
NT1_2023,14.92,6.49,96.79,crop_protection,herbicide,sprayer,1,14.92,0.154,2023,6,30
NT1_2023,14.92,6.49,96.79,crop_protection,herbicide,sprayer,1,14.92,0.154,2023,7,12
NT1_2023,14.92,6.49,96.83,sowing,sementeira_linha,seeder,1,14.92,0.154,2023,6,6
NT1_2024,37.90,7.11,269.47,harvest,colheita,combine_harvester,1,37.9,0.141,2024,10,10
NT1_2024,12.70,7.11,90.30,basal_fertilisation,adubação fundo,centrifugal_spreader,1,30.90,0.342,2024,5,20
NT1_2024,7.00,7.11,49.77,basal_fertilisation,adubação fundo,centrifugal_spreader,1,7.00,0.141,2024,5,20
NT1_2024,37.90,7.11,269.47,topdressing,adubação cobertura,centrifugal_spreader,1,37.90,0.141,2024,7,10
NT1_2024,37.90,7.11,269.36,crop_protection,herbicide,sprayer,1,37.90,0.141,2024,5,10
NT1_2024,37.90,7.11,269.36,crop_protection,herbicide,sprayer,1,37.90,0.141,2024,6,20
NT1_2024,37.90,7.11,269.36,crop_protection,herbicide,sprayer,1,37.90,0.141,2024,6,20
NT1_2024,37.90,7.11,269.36,crop_protection,herbicide,sprayer,1,37.90,0.141,2024,6,20
NT1_2024,37.90,7.11,269.36,crop_protection,herbicide,sprayer,1,37.90,0.141,2024,7,10
NT1_2024,37.90,7.11,269.47,sowing,sementeira_linha,seeder,1,37.90,0.141,2024,5,26
NT2_2022,20.42,4.10,83.72,soil_operation,levelling,laser_leveler,1,20.42,0.244,2022,4,11
NT2_2022,20.42,4.10,83.72,soil_operation,fertiliser_integration,rotary_tiller,1,20.42,0.244,2022,4,18
NT2_2022,20.42,4.10,83.72,basal_fertilisation,adubação fundo,centrifugal_spreader,1,20.42,0.244,2022,4,15
NT2_2022,20.42,4.10,83.72,topdressing,adubação cobertura,centrifugal_spreader,1,3.00,0.036,2022,4,15
NT2_2022,20.42,4.07,83.09,crop_protection,herbicide,sprayer,1,20.42,0.246,2022,4,18
NT2_2022,20.42,4.07,83.09,crop_protection,herbicide,sprayer,1,20.42,0.246,2022,5,19
NT2_2022,20.42,4.07,83.09,crop_protection,herbicide,sprayer,1,20.42,0.246,2022,5,19
NT2_2022,20.42,4.07,83.09,crop_protection,herbicide,sprayer,1,20.42,0.246,2022,6,6
NT2_2022,20.42,4.07,83.09,crop_protection,herbicide,sprayer,1,20.42,0.246,2022,6,6
NT2_2022,20.42,4.07,83.09,crop_protection,herbicide,sprayer,1,20.42,0.246,2022,6,6
NT2_2022,20.42,4.07,83.11,sowing,sementeira,centrifugal_spreader,1,20.42,0.246,2022,4,29
NT2_2023,20.19,7.31,147.59,soil_operation,fertiliser_integration,rotary_tiller,1,20.19,0.137,2023,4,21
NT2_2023,20.19,4.77,96.31,harvest,colheita,combine_harvester,1,20.19,0.210,2023,10,10
NT2_2023,20.19,7.31,147.51,basal_fertilisation,adubação fundo,centrifugal_spreader,1,20.19,0.137,2023,4,19
NT2_2023,20.19,7.31,147.51,topdressing,adubação cobertura,centrifugal_spreader,1,20.19,0.137,2023,6,20
NT2_2023,20.19,7.306,147.50,crop_protection,Herbicide,sprayer,1,20.19,0.137,2023,5,1
NT2_2023,20.19,7.306,147.50,crop_protection,Herbicide,sprayer,1,20.19,0.137,2023,5,1
NT2_2023,20.19,7.306,147.50,crop_protection,Herbicide,sprayer,1,20.19,0.137,2023,5,1
NT2_2023,20.19,7.306,147.50,crop_protection,Herbicide,sprayer,1,20.19,0.137,2023,5,1
NT2_2023,20.19,7.306,147.50,crop_protection,Herbicide,sprayer,1,20.19,0.137,2023,5,1
NT2_2023,20.19,7.306,147.50,crop_protection,Herbicide,sprayer,1,20.19,0.137,2023,5,1
NT2_2023,20.19,7.306,147.50,crop_protection,Herbicide,sprayer,1,20.19,0.137,2023,5,1
NT2_2023,20.19,7.306,147.50,crop_protection,Herbicide,sprayer,1,20.19,0.137,2023,5,1
NT2_2023,20.190,7.306,147.50,crop_protection,Herbicide,sprayer,1,20.19,0.137,2023,5,1
NT2_2023,20.19,7.31,147.51,sowing,sementeira_linha,seeder,1,20.19,0.137,2023,5,1
NT2_2024,20.19,4.77,96.31,soil_operation,fertiliser_integration,rotary_tiller,1,20.19,0.210,2024,4,21
NT2_2024,20.19,4.77,96.31,harvest,colheita,combine_harvester,1,20.19,0.210,2024,10,10
NT2_2024,20.19,4.77,96.23,basal_fertilisation,adubação fundo,centrifugal_spreader,1,20.19,0.210,2024,4,19
NT2_2024,20.19,4.77,96.23,topdressing,adubação cobertura,centrifugal_spreader,1,20.19,0.210,2024,6,1
NT2_2024,20.190,4.766,96.23,crop_protection,Herbicide,sprayer,1,20.19,0.210,2023,5,10
NT2_2024,20.190,4.766,96.23,crop_protection,Herbicide,sprayer,1,20.19,0.210,2023,5,10
NT2_2024,20.190,4.766,96.23,crop_protection,Herbicide,sprayer,1,20.19,0.210,2023,5,10
NT2_2024,20.190,4.766,96.23,crop_protection,Herbicide,sprayer,1,20.19,0.210,2023,5,10
NT2_2024,20.190,4.766,96.23,crop_protection,Herbicide,sprayer,1,20.19,0.210,2023,5,10
NT2_2024,20.190,4.766,96.23,crop_protection,Herbicide,sprayer,1,20.19,0.210,2023,5,10
NT2_2024,20.19,4.77,96.23,sowing,sementeira_linha,seeder,1,20.19,0.210,2024,5,10
