dmu_id,farmer_id,year,basis,impact_category,impact_unit,seed_amount_kg_ha,seed_amount_kg_tonne,seed_factor_per_unit,seed_factor_unit,characterisation_sheet,single_score_file,sowing_total_impact
C1_2024,C1,2024,tonne,"Human toxicity, cancer",Pt,,38.5976130331,3.8458000000000003e-16,1 kg seed,,seeds_singlescore_1.json,1.4843870020269598e-14
C1_2024,C1,2024,tonne,"Human toxicity, cancer - inorganics",Pt,,38.5976130331,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C1_2024,C1,2024,tonne,"Human toxicity, cancer - metals",Pt,,38.5976130331,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C1_2024,C1,2024,tonne,"Human toxicity, cancer - organics",Pt,,38.5976130331,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C1_2024,C1,2024,tonne,"Human toxicity, non-cancer",Pt,,38.5976130331,4.3437799999999997e-13,1 kg seed,,seeds_singlescore_1.json,1.676595395409191e-11
C1_2024,C1,2024,tonne,"Human toxicity, non-cancer - inorganics",Pt,,38.5976130331,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C1_2024,C1,2024,tonne,"Human toxicity, non-cancer - metals",Pt,,38.5976130331,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C1_2024,C1,2024,tonne,"Human toxicity, non-cancer - organics",Pt,,38.5976130331,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C1_2024,C1,2024,tonne,Ionising radiation,Pt,,38.5976130331,5.252001,1 kg seed,,seeds_singlescore_1.json,202.7147022474542
C1_2024,C1,2024,tonne,Land use,Pt,,38.5976130331,16893889.2,1 kg seed,,seeds_singlescore_1.json,652063797.9656672
C1_2024,C1,2024,tonne,Ozone depletion,Pt,,38.5976130331,7.7848e-11,1 kg seed,,seeds_singlescore_1.json,3.0047469794007686e-09
C1_2024,C1,2024,tonne,Particulate matter,Pt,,38.5976130331,4.0509e-12,1 kg seed,,seeds_singlescore_1.json,1.5635507063578477e-10
C1_2024,C1,2024,tonne,Photochemical ozone formation,Pt,,38.5976130331,0.0065572,1 kg seed,,seeds_singlescore_1.json,0.2530922681806433
C1_2024,C1,2024,tonne,"Resource use, fossils",Pt,,38.5976130331,26916.417690000002,1 kg seed,,seeds_singlescore_1.json,1038909.4742359074
C1_2024,C1,2024,tonne,"Resource use, minerals and metals",Pt,,38.5976130331,1.8431999999999996e-08,1 kg seed,,seeds_singlescore_1.json,7.11431203426099e-07
C1_2024,C1,2024,tonne,Total,Pt,,38.5976130331,16980974.878934015,1 kg seed,,seeds_singlescore_1.json,655425097.3018872
