dmu_id,farmer_id,year,basis,gas,component,impact_category,impact_unit,field_emissions_impact
D2_2023,D2,2023,ha,n2o,n2o_direct_straw,Climate change,kg CO2 eq,52.1235
D2_2023,D2,2023,ha,n2o,n2o_indirect_volatilisation,Climate change,kg CO2 eq,53.153099999999995
D2_2023,D2,2023,ha,n2o,n2o_indirect_leaching,Climate change,kg CO2 eq,78.95745
D2_2023,D2,2023,ha,co2,co2_from_urea,Climate change,kg CO2 eq,7.359999999999999
D2_2024,D2,2024,ha,ch4,ch4_total,Climate change,kg CO2 eq,17589.298272
D2_2024,D2,2024,ha,n2o,n2o_direct_synthetic,Climate change,kg CO2 eq,136.422
D2_2024,D2,2024,ha,n2o,n2o_direct_straw,Climate change,kg CO2 eq,52.1235
D2_2024,D2,2024,ha,n2o,n2o_indirect_volatilisation,Climate change,kg CO2 eq,66.92399999999999
D2_2024,D2,2024,ha,n2o,n2o_indirect_leaching,Climate change,kg CO2 eq,102.31649999999999
D2_2024,D2,2024,ha,co2,co2_from_urea,Climate change,kg CO2 eq,9.200000000000001
NT1_2023,NT1,2023,ha,ch4,ch4_total,Climate change,kg CO2 eq,17589.298272
NT1_2023,NT1,2023,ha,n2o,n2o_direct_synthetic,Climate change,kg CO2 eq,115.3152
NT1_2023,NT1,2023,ha,n2o,n2o_direct_straw,Climate change,kg CO2 eq,52.1235
NT1_2023,NT1,2023,ha,n2o,n2o_indirect_volatilisation,Climate change,kg CO2 eq,11.531520000000002
NT1_2023,NT1,2023,ha,n2o,n2o_indirect_leaching,Climate change,kg CO2 eq,86.4864
NT1_2023,NT1,2023,ha,co2,co2_from_urea,Climate change,kg CO2 eq,0.0
NT1_2024,NT1,2024,ha,ch4,ch4_total,Climate change,kg CO2 eq,17589.298272
NT1_2024,NT1,2024,ha,n2o,n2o_direct_synthetic,Climate change,kg CO2 eq,388.78040551181095
NT1_2024,NT1,2024,ha,n2o,n2o_direct_straw,Climate change,kg CO2 eq,52.1235
NT1_2024,NT1,2024,ha,n2o,n2o_indirect_volatilisation,Climate change,kg CO2 eq,38.8780405511811
NT1_2024,NT1,2024,ha,n2o,n2o_indirect_leaching,Climate change,kg CO2 eq,291.5853041338582
NT1_2024,NT1,2024,ha,co2,co2_from_urea,Climate change,kg CO2 eq,0.0
NT2_2022,NT2,2022,ha,ch4,ch4_total,Climate change,kg CO2 eq,17589.298272
NT2_2022,NT2,2022,ha,n2o,n2o_direct_synthetic,Climate change,kg CO2 eq,84.23106170421157
NT2_2022,NT2,2022,ha,n2o,n2o_direct_straw,Climate change,kg CO2 eq,52.1235
NT2_2022,NT2,2022,ha,n2o,n2o_indirect_volatilisation,Climate change,kg CO2 eq,18.207961704211556
NT2_2022,NT2,2022,ha,n2o,n2o_indirect_leaching,Climate change,kg CO2 eq,63.17329627815865
NT2_2022,NT2,2022,ha,co2,co2_from_urea,Climate change,kg CO2 eq,1.689520078354554
NT2_2023,NT2,2023,ha,ch4,ch4_total,Climate change,kg CO2 eq,17589.298272
NT2_2023,NT2,2023,ha,n2o,n2o_direct_synthetic,Climate change,kg CO2 eq,166.66649999999998
NT2_2023,NT2,2023,ha,n2o,n2o_direct_straw,Climate change,kg CO2 eq,52.1235
NT2_2023,NT2,2023,ha,n2o,n2o_indirect_volatilisation,Climate change,kg CO2 eq,123.23024999999998
NT2_2023,NT2,2023,ha,n2o,n2o_indirect_leaching,Climate change,kg CO2 eq,124.99987499999999
NT2_2023,NT2,2023,ha,co2,co2_from_urea,Climate change,kg CO2 eq,18.400000000000002
NT2_2024,NT2,2024,ha,ch4,ch4_total,Climate change,kg CO2 eq,17589.298272
NT2_2024,NT2,2024,ha,n2o,n2o_direct_synthetic,Climate change,kg CO2 eq,117.117
NT2_2024,NT2,2024,ha,n2o,n2o_direct_straw,Climate change,kg CO2 eq,52.1235
NT2_2024,NT2,2024,ha,n2o,n2o_indirect_volatilisation,Climate change,kg CO2 eq,64.99349999999998
NT2_2024,NT2,2024,ha,n2o,n2o_indirect_leaching,Climate change,kg CO2 eq,87.83775
NT2_2024,NT2,2024,ha,co2,co2_from_urea,Climate change,kg CO2 eq,9.200000000000001
