dmu_id,farmer_id,year,basis,impact_category,impact_unit,centrifugal_spreader_ha_worked_per_ha,centrifugal_spreader_ha_worked_per_tonne,centrifugal_spreader_factor_per_ha_worked,centrifugal_spreader_factor_unit,centrifugal_spreader_characterisation_sheet,centrifugal_spreader_single_score_file,centrifugal_spreader_impact,combine_harvester_ha_worked_per_ha,combine_harvester_ha_worked_per_tonne,combine_harvester_factor_per_ha_worked,combine_harvester_factor_unit,combine_harvester_characterisation_sheet,combine_harvester_single_score_file,combine_harvester_impact,disk_harrow_ha_worked_per_ha,disk_harrow_ha_worked_per_tonne,disk_harrow_factor_per_ha_worked,disk_harrow_factor_unit,disk_harrow_characterisation_sheet,disk_harrow_single_score_file,disk_harrow_impact,laser_leveler_ha_worked_per_ha,laser_leveler_ha_worked_per_tonne,laser_leveler_factor_per_ha_worked,laser_leveler_factor_unit,laser_leveler_characterisation_sheet,laser_leveler_single_score_file,laser_leveler_impact,rotary_tiller_ha_worked_per_ha,rotary_tiller_ha_worked_per_tonne,rotary_tiller_factor_per_ha_worked,rotary_tiller_factor_unit,rotary_tiller_characterisation_sheet,rotary_tiller_single_score_file,rotary_tiller_impact,seeder_ha_worked_per_ha,seeder_ha_worked_per_tonne,seeder_factor_per_ha_worked,seeder_factor_unit,seeder_characterisation_sheet,seeder_single_score_file,seeder_impact,sprayer_ha_worked_per_ha,sprayer_ha_worked_per_tonne,sprayer_factor_per_ha_worked,sprayer_factor_unit,sprayer_characterisation_sheet,sprayer_single_score_file,sprayer_impact,machines_total_impact
C1_2022,C1,2022,tonne,Ionising radiation,Pt,,0.9019759205,362.9200000000001,1 ha worked,,centrifugal_spreader_singlescore_13.json,327.34510106786007,,0.2254939801,2213.39,1 ha worked,,combine_harvester_singlescore_16.json,499.10612061353896,,0.6764819403,267.96999999999997,1 ha worked,,disk_harrow_singlescore_11.json,181.27686554219096,,0.2254939801,1664.79,1 ha worked,,laser_leveler_singlescore_12.json,375.400123130679,,0.2254939801,911.52,1 ha worked,,rotary_tiller_singlescore_14.json,205.542272740752,,0.0,369.25,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,24.264999999999997,1 ha worked,,sprayer_singlescore_15.json,28.242189472993495,1616.9126725680144
C1_2022,C1,2022,tonne,Land use,Pt,,0.9019759205,16120529.999999998,1 ha worked,,centrifugal_spreader_singlescore_13.json,14540329.885697862,,0.2254939801,88815540.0,1 ha worked,,combine_harvester_singlescore_16.json,20027369.609330755,,0.6764819403,15266940.0,1 ha worked,,disk_harrow_singlescore_11.json,10327809.193643682,,0.2254939801,71172090.0,1 ha worked,,laser_leveler_singlescore_12.json,16048877.846135408,,0.2254939801,46409100.0,1 ha worked,,rotary_tiller_singlescore_14.json,10464972.67185891,,0.0,18753450.0,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,11114430.0,1 ha worked,,sprayer_singlescore_15.json,12936156.519444596,84345515.72611122
C1_2022,C1,2022,tonne,Ozone depletion,Pt,,0.9019759205,7.3408e-09,1 ha worked,,centrifugal_spreader_singlescore_13.json,6.6212248372064e-09,,0.2254939801,4.4843999999999994e-08,1 ha worked,,combine_harvester_singlescore_16.json,1.0112052043604399e-08,,0.6764819403,6.1716e-09,1 ha worked,,disk_harrow_singlescore_11.json,4.174975942755479e-09,,0.2254939801,3.1524e-08,1 ha worked,,laser_leveler_singlescore_12.json,7.108472228672399e-09,,0.2254939801,1.47556e-08,1 ha worked,,rotary_tiller_singlescore_14.json,3.32729897276356e-09,,0.0,5.209600000000001e-09,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,4.765600000000001e-10,1 ha worked,,sprayer_singlescore_15.json,5.546712472800241e-10,3.1898695272282267e-08
C1_2022,C1,2022,tonne,Particulate matter,Pt,,0.9019759205,5.4204899999999996e-11,1 ha worked,,centrifugal_spreader_singlescore_13.json,4.8891514573110446e-11,,0.2254939801,3.4657700000000003e-10,1 ha worked,,combine_harvester_singlescore_16.json,7.81510271411177e-11,,0.6764819403,4.00589e-11,1 ha worked,,disk_harrow_singlescore_11.json,2.7099122398283668e-11,,0.2254939801,2.3533799999999997e-10,1 ha worked,,laser_leveler_singlescore_12.json,5.306730228877379e-11,,0.2254939801,1.7875400000000004e-10,1 ha worked,,rotary_tiller_singlescore_14.json,4.030795091879541e-11,,0.0,9.130600000000001e-11,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,7.844600000000002e-12,1 ha worked,,sprayer_singlescore_15.json,9.130380364304342e-12,2.566472976843854e-10
C1_2022,C1,2022,tonne,Photochemical ozone formation,Pt,,0.9019759205,0.5917,1 ha worked,,centrifugal_spreader_singlescore_13.json,0.53369915215985,,0.2254939801,4.268,1 ha worked,,combine_harvester_singlescore_16.json,0.9624083070667999,,0.6764819403,0.48305999999999993,1 ha worked,,disk_harrow_singlescore_11.json,0.32678136608131797,,0.2254939801,2.5802,1 ha worked,,laser_leveler_singlescore_12.json,0.58181956745402,,0.2254939801,1.2998,1 ha worked,,rotary_tiller_singlescore_14.json,0.29309707533398,,0.0,0.20757999999999996,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,0.037635999999999996,1 ha worked,,sprayer_singlescore_15.json,0.043804782320444394,2.741610250416412
C1_2022,C1,2022,tonne,"Resource use, fossils",Pt,,0.9019759205,1940138.9999999998,1 ha worked,,centrifugal_spreader_singlescore_13.json,1749958.6604229491,,0.2254939801,11808458.1,1 ha worked,,combine_harvester_singlescore_16.json,2662736.2158130836,,0.6764819403,1486788.3,1 ha worked,,disk_harrow_singlescore_11.json,1005785.4339993385,,0.2254939801,8854809.6,1 ha worked,,laser_leveler_singlescore_12.json,1996706.2597316888,,0.2254939801,4686307.2,1 ha worked,,rotary_tiller_singlescore_14.json,1056734.0624992866,,0.0,1833385.2000000002,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,127767.9,1 ha worked,,sprayer_singlescore_15.json,148709.88008928442,8620630.51255563
C1_2022,C1,2022,tonne,"Resource use, minerals and metals",Pt,,0.9019759205,1.5072e-06,1 ha worked,,centrifugal_spreader_singlescore_13.json,1.3594581073776e-06,,0.2254939801,1.2384e-05,1 ha worked,,combine_harvester_singlescore_16.json,2.7925174495584e-06,,0.6764819403,6.095999999999998e-07,1 ha worked,,disk_harrow_singlescore_11.json,4.123833908068799e-07,,0.2254939801,4.4015999999999995e-06,1 ha worked,,laser_leveler_singlescore_12.json,9.925343028081598e-07,,0.2254939801,2.976e-06,1 ha worked,,rotary_tiller_singlescore_14.json,6.710700847776e-07,,0.0,1.7759999999999998e-06,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,1.3968e-07,1 ha worked,,sprayer_singlescore_15.json,1.62574449849072e-07,6.390537785177711e-06
C1_2022,C1,2022,tonne,Total,Pt,,0.9019759205,18203540.602892786,1 ha worked,,centrifugal_spreader_singlescore_13.json,16419155.291653346,,0.2254939801,101551998.37990059,1 ha worked,,combine_harvester_singlescore_16.json,22899364.301792536,,0.6764819403,16844590.994255494,1 ha worked,,disk_harrow_singlescore_11.json,11395061.599353863,,0.2254939801,80616648.64674218,1 ha worked,,laser_leveler_singlescore_12.json,18178568.965677172,,0.2254939801,51483431.65711595,1 ha worked,,rotary_tiller_singlescore_14.json,11609203.913569413,,0.0,20774237.986285694,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,11253191.91303122,1 ha worked,,sprayer_singlescore_15.json,13097662.401969336,93599016.47401568
C1_2022,C1,2022,tonne,Water use,Pt,,0.9019759205,2065.69,1 ha worked,,centrifugal_spreader_singlescore_13.json,1863.202639217645,,0.2254939801,12531.2,1 ha worked,,combine_harvester_singlescore_16.json,2825.7101634291203,,0.6764819403,837.045,1 ha worked,,disk_harrow_singlescore_11.json,566.2458257184135,,0.2254939801,7773.259999999999,1 ha worked,,laser_leveler_singlescore_12.json,1752.8233357521258,,0.2254939801,6275.389999999999,1 ha worked,,rotary_tiller_singlescore_14.json,1415.0626677797388,,0.0,3367.76,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,230.065,1 ha worked,,sprayer_singlescore_15.json,267.7741323348135,8690.818764231855
C1_2023,C1,2023,tonne,Acidification,Pt,,0.6938853923,0.8703199999999999,1 ha worked,,centrifugal_spreader_singlescore_13.json,0.603902334626536,,0.2312951308,6.1575999999999995,1 ha worked,,combine_harvester_singlescore_16.json,1.4242228974140798,,0.6938853923,0.6948799999999999,1 ha worked,,disk_harrow_singlescore_11.json,0.48216708140142395,,0.2312951308,3.784,1 ha worked,,laser_leveler_singlescore_12.json,0.8752207749472,,0.2312951308,1.95048,1 ha worked,,rotary_tiller_singlescore_14.json,0.451136526722784,,0.0,0.39904,1 ha worked,,seeder_singlescore_17.json,0.0,,1.3261733997,0.057448000000000006,1 ha worked,,sprayer_singlescore_15.json,0.07618600946596561,3.912835624577989
