dmu_id,farmer_id,year,basis,impact_category,impact_unit,water_amount_m3_ha,water_amount_m3_tonne,water_factor_per_unit,water_factor_unit,characterisation_sheet,single_score_file,water_total_impact
C2_2024,C2,2024,tonne,Water use,m3 depriv.,,1531.583,49.6,1 m3 water,18_chara,,75966.51680000001
C3_2022,C3,2022,tonne,Acidification,mol H+ eq,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,Climate change,kg CO2 eq,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,Climate change - Biogenic,kg CO2 eq,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,Climate change - Fossil,kg CO2 eq,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,Climate change - Land use and LU change,kg CO2 eq,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,"Ecotoxicity, freshwater",CTUe,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,"Ecotoxicity, freshwater - inorganics",CTUe,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,"Ecotoxicity, freshwater - metals",CTUe,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,"Ecotoxicity, freshwater - organics",CTUe,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,"Eutrophication, freshwater",kg P eq,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,"Eutrophication, marine",kg N eq,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,"Eutrophication, terrestrial",mol N eq,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,"Human toxicity, cancer",CTUh,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,"Human toxicity, cancer - inorganics",CTUh,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,"Human toxicity, cancer - metals",CTUh,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,"Human toxicity, cancer - organics",CTUh,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,"Human toxicity, non-cancer",CTUh,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,"Human toxicity, non-cancer - inorganics",CTUh,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,"Human toxicity, non-cancer - metals",CTUh,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,"Human toxicity, non-cancer - organics",CTUh,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,Ionising radiation,kBq U-235 eq,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,Land use,Pt,,2372.83,0.0,1 m3 water,18_chara,,0.0
