dmu_id,farmer_id,year,n_kg_ha,crop_protection_kg_ai_ha,soil_operation_intensity_ha_ha,yield_kg_ha,cluster,PC1,PC2,PC3,PC4,variant
C3_2023,C3,2023,109.8,0.4528842556,5.0,5701.25813062461,2,0.6950388827144631,-0.631703714720683,-0.6177322022900655,0.6074922871200881,winsor_p90
C4_2023,C4,2023,139.087,0.3889261745,5.0,4503.959731543624,2,0.04323631655339926,-1.604667304517176,0.019715235659104206,0.9778166709764774,winsor_p90
C5_2023,C5,2023,112.97,1.248510158,5.0,6136.952595936795,2,0.21658436208392487,-0.4107086657444121,-0.3922699886014992,-0.2367823672109217,winsor_p90
C6_2023,C6,2023,134.5,2.2741707694,4.0,2880.0,1,-1.7220854231265883,-0.23407177917875058,1.0283318259035452,0.16908735039303963,winsor_p90
C7_2023,C7,2023,112.23,2.56,5.0,6650.458076613983,1,-0.5926821542446806,0.17703194921949822,-0.12560905521470064,-1.5162511589351508,winsor_p90
C8_2023,C8,2023,76.8,2.83438714797,5.0,5761.137146795313,1,-0.8060020835153894,1.6065177086824345,-0.7039508651410656,-1.2046306354603562,winsor_p90
D1_2023,D1,2023,47.0,1.21,5.0,4900.0,3,0.3920740062066068,1.971497457896227,-1.6264926438907124,0.6310155369471455,winsor_p90
D2_2023,D2,2023,81.8,1.36,5.0,4840.0,3,-0.05909697574228479,0.8235216502725612,-0.9000241113969414,0.3473685455531104,winsor_p90
NT1_2023,NT1,2023,89.6,0.12,0.0,6490.0,3,2.550310213829739,1.0591203521277077,1.592714961038304,1.0788501489855085,winsor_p90
NT2_2023,NT2,2023,129.5,2.83438714797,1.0,7310.0,3,0.18621774912616854,0.6016040460459323,2.4299821824457832,-1.7724906521993014,winsor_p90
C1_2024,C1,2024,129.0,1.3489650626,5.699999999999999,5003.366293122391,2,-0.576224530429197,-1.0147042026673974,-0.3644923885618245,-0.013313616614841203,winsor_p90
C2_2024,C2,2024,130.51,0.3735487078,5.0,7390.000000000001,2,1.1833477903066187,-1.5116993848747244,-0.33318742806185964,-0.10246395284304032,winsor_p90
C3_2024,C3,2024,114.4,0.4984941637,5.0,6445.882562594671,2,0.8896911577217911,-0.8240702826294911,-0.5624648195267029,0.25194970677981066,winsor_p90
C4_2024,C4,2024,116.0,0.7220276498,5.699999999999999,8272.513615416841,2,1.211036644801784,-1.0719043514211681,-0.9746696999451895,-0.7173296498084799,winsor_p90
C5_2024,C5,2024,93.58,1.9881376975,5.699999999999999,8199.280474040632,3,0.4188435708101783,0.2963436774687287,-1.1101966881009873,-1.613558666142236,winsor_p90
C6_2024,C6,2024,127.6,1.4342641092,4.0,7250.000000000001,2,0.5737110153914442,-0.6788453217728777,0.41905195728631944,-0.825776139881665,winsor_p90
C7_2024,C7,2024,139.087,1.7874966533,5.699999999999999,4224.524765729585,1,-1.2863495878735505,-1.1144757807167573,-0.012079131648340473,-0.12080144928486598,winsor_p90
C8_2024,C8,2024,136.0,0.7515764546999999,5.0,3951.613667117727,2,-0.4072911606877763,-1.2927389412336894,0.07984749665218822,0.9130760873433977,winsor_p90
D1_2024,D1,2024,136.0,1.3285967742,5.0,5539.032258064516,2,-0.27057047023602704,-1.1403115046186896,0.11871412623190584,-0.18853309893636563,winsor_p90
D2_2024,D2,2024,106.0,1.22,5.0,6770.000000000001,2,0.5318935628469131,-0.22330176164234034,-0.5761250147392969,-0.42616322612636603,winsor_p90
NT1_2024,NT1,2024,139.087,1.35,0.0,7110.0,3,1.3880477377350295,-0.1592186129767404,2.824671357756035,-0.44057938705472743,winsor_p90
NT2_2024,NT2,2024,91.0,0.88,1.0,4770.0,3,1.1040306457234477,1.2381865667592986,1.3615578562886794,1.043172072432803,winsor_p90
C1_2022,C1,2022,124.4,0.8693554007,5.0,4434.7081881533095,3,-0.19641695829842498,-0.8263897681800806,0.03109713726529425,0.6783931568087435,winsor_p95
