dmu_id,farmer_id,year,basis,impact_category,impact_unit,n_amount_kg_ha,p_amount_kg_ha,k_amount_kg_ha,n_amount_kg_tonne,p_amount_kg_tonne,k_amount_kg_tonne,n_factor_per_unit,p_factor_per_unit,k_factor_per_unit,n_factor_unit,p_factor_unit,k_factor_unit,n_characterisation_sheet,p_characterisation_sheet,k_characterisation_sheet,n_single_score_file,p_single_score_file,k_single_score_file,n_impact,p_impact,k_impact,fertilisation_total_impact
C8_2023,C8,2023,tonne,"Human toxicity, cancer - organics",CTUh,,,,13.47,7.85,7.85,1.84e-10,4.05e-10,4.32e-10,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,2.4784800000000003e-09,3.1792499999999997e-09,3.3912e-09,9.04893e-09
C8_2023,C8,2023,tonne,"Human toxicity, non-cancer",CTUh,,,,13.47,7.85,7.85,2e-08,6.49e-08,9.9e-08,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,2.694e-07,5.09465e-07,7.771499999999999e-07,1.556015e-06
C8_2023,C8,2023,tonne,"Human toxicity, non-cancer - inorganics",CTUh,,,,13.47,7.85,7.85,1.72e-09,1.45e-08,6.51e-08,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,2.31684e-08,1.13825e-07,5.11035e-07,6.480284e-07
C8_2023,C8,2023,tonne,"Human toxicity, non-cancer - metals",CTUh,,,,13.47,7.85,7.85,1.73e-08,4.89e-08,3.21e-08,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,2.33031e-07,3.83865e-07,2.51985e-07,8.68881e-07
C8_2023,C8,2023,tonne,"Human toxicity, non-cancer - organics",CTUh,,,,13.47,7.85,7.85,1.35e-09,1.78e-09,2.01e-09,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,1.8184500000000003e-08,1.3973e-08,1.5778499999999998e-08,4.7936e-08
C8_2023,C8,2023,tonne,Ionising radiation,kBq U-235 eq,,,,13.47,7.85,7.85,0.099841,0.337545,0.245573,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,1.34485827,2.64972825,1.92774805,5.92233457
C8_2023,C8,2023,tonne,Land use,Pt,,,,13.47,7.85,7.85,2.291069,30.93982,25.134,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,30.86069943,242.877587,197.3019,471.04018643
C8_2023,C8,2023,tonne,Ozone depletion,kg CFC11 eq,,,,13.47,7.85,7.85,3.58e-07,3.47e-07,3.94e-07,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,4.82226e-06,2.72395e-06,3.0929e-06,1.063911e-05
C8_2023,C8,2023,tonne,Particulate matter,disease inc.,,,,13.47,7.85,7.85,3.99e-07,2.34e-07,2.27e-07,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,5.37453e-06,1.8369e-06,1.78195e-06,8.99338e-06
C8_2023,C8,2023,tonne,Photochemical ozone formation,kg NMVOC eq,,,,13.47,7.85,7.85,0.003983,0.00811,0.007996,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,0.053651010000000006,0.06366349999999998,0.0627686,0.18008311
