dmu_id,farmer_id,year,operation_category,operation,equipment,repetitions,ha_worked_total,dmu_area_ha,dmu_production_t,ha_worked_per_ha,ha_worked_per_tonne
C2_2023,C2,2023,crop_protection,herbicide,sprayer,1.0,45.5,115.21,1003.1591999999999,0.39493099557330097,0.045356709084659746
C2_2023,C2,2023,crop_protection,herbicide,sprayer,1.0,67.49,115.21,1003.1591999999999,0.5857998437635622,0.06727745705766343
C2_2023,C2,2023,crop_protection,pesticide,sprayer,1.0,67.49,115.21,1003.1591999999999,0.5857998437635622,0.06727745705766343
C2_2023,C2,2023,sowing,sementeira,centrifugal_spreader,1.0,2.22,115.21,1003.1591999999999,0.019269160663136883,0.0022130086630317504
C2_2023,C2,2023,sowing,sementeira,centrifugal_spreader,1.0,45.5,115.21,1003.1591999999999,0.39493099557330097,0.045356709084659746
C2_2023,C2,2023,sowing,sementeira,centrifugal_spreader,1.0,67.49,115.21,1003.1591999999999,0.5857998437635622,0.06727745705766343
C2_2024,C2,2024,soil_operation,disk_harrow x3,disk_harrow,3.0,362.16,120.72,892.1208,3.0000000000000004,0.4059539918809202
C2_2024,C2,2024,soil_operation,fertiliser_integration,rotary_tiller,1.0,120.72,120.72,892.1208,1.0,0.13531799729364005
C2_2024,C2,2024,soil_operation,levelling,laser_leveler,1.0,120.72,120.72,892.1208,1.0,0.13531799729364005
C2_2024,C2,2024,harvest,colheita,combine_harvester,1.0,120.72,120.72,892.1208,1.0,0.13531799729364005
C2_2024,C2,2024,basal_fertilisation,adubação fundo,centrifugal_spreader,1.0,84.0,120.72,892.1208,0.6958250497017893,0.09415765219239368
C2_2024,C2,2024,basal_fertilisation,adubação fundo,centrifugal_spreader,1.0,36.72,120.72,892.1208,0.30417495029821073,0.04116034510124637
C2_2024,C2,2024,topdressing,adubação cobertura,centrifugal_spreader,1.0,14.0,120.72,892.1208,0.11597084161696487,0.015692942032065612
C2_2024,C2,2024,topdressing,adubação cobertura,centrifugal_spreader,1.0,120.0,120.72,892.1208,0.9940357852882704,0.13451093170341955
C2_2024,C2,2024,crop_protection,herbicide,sprayer,1.0,15.62,120.72,892.1208,0.12939032471835651,0.017508839610061774
C2_2024,C2,2024,crop_protection,herbicide,sprayer,1.0,4.4,120.72,892.1208,0.03644797879390325,0.00493206749579205
C2_2024,C2,2024,crop_protection,herbicide,sprayer,1.0,90.7,120.72,892.1208,0.751325381047051,0.10166784587916794
C2_2024,C2,2024,crop_protection,herbicide,sprayer,1.0,2.5,120.72,892.1208,0.0207090788601723,0.0028023110771545736
C2_2024,C2,2024,crop_protection,herbicide,sprayer,1.0,15.62,120.72,892.1208,0.12939032471835651,0.017508839610061774
C2_2024,C2,2024,crop_protection,herbicide,sprayer,1.0,4.4,120.72,892.1208,0.03644797879390325,0.00493206749579205
C2_2024,C2,2024,crop_protection,herbicide,sprayer,1.0,90.7,120.72,892.1208,0.751325381047051,0.10166784587916794
C2_2024,C2,2024,crop_protection,herbicide,sprayer,1.0,2.5,120.72,892.1208,0.0207090788601723,0.0028023110771545736
C2_2024,C2,2024,crop_protection,herbicide,sprayer,1.0,15.62,120.72,892.1208,0.12939032471835651,0.017508839610061774
C2_2024,C2,2024,crop_protection,herbicide,sprayer,1.0,4.4,120.72,892.1208,0.03644797879390325,0.00493206749579205
C2_2024,C2,2024,crop_protection,herbicide,sprayer,1.0,90.7,120.72,892.1208,0.751325381047051,0.10166784587916794
C2_2024,C2,2024,crop_protection,herbicide,sprayer,1.0,2.5,120.72,892.1208,0.0207090788601723,0.0028023110771545736
C2_2024,C2,2024,crop_protection,herbicide,sprayer,1.0,7.5,120.72,892.1208,0.0621272365805169,0.008406933231463722
C2_2024,C2,2024,crop_protection,herbicide,sprayer,1.0,7.5,120.72,892.1208,0.0621272365805169,0.008406933231463722
C2_2024,C2,2024,crop_protection,herbicide,sprayer,1.0,7.5,120.72,892.1208,0.0621272365805169,0.008406933231463722
C2_2024,C2,2024,crop_protection,herbicide,sprayer,1.0,7.5,120.72,892.1208,0.0621272365805169,0.008406933231463722
C2_2024,C2,2024,crop_protection,herbicide,sprayer,1.0,7.5,120.72,892.1208,0.0621272365805169,0.008406933231463722
C2_2024,C2,2024,crop_protection,herbicide,sprayer,1.0,7.5,120.72,892.1208,0.0621272365805169,0.008406933231463722
C2_2024,C2,2024,sowing,sementeira,centrifugal_spreader,1.0,7.5,120.72,892.1208,0.0621272365805169,0.008406933231463722
C2_2024,C2,2024,sowing,sementeira,centrifugal_spreader,1.0,15.62,120.72,892.1208,0.12939032471835651,0.017508839610061774
C2_2024,C2,2024,sowing,sementeira,centrifugal_spreader,1.0,4.4,120.72,892.1208,0.03644797879390325,0.00493206749579205
C2_2024,C2,2024,sowing,sementeira,centrifugal_spreader,1.0,90.7,120.72,892.1208,0.751325381047051,0.10166784587916794
C2_2024,C2,2024,sowing,sementeira,centrifugal_spreader,1.0,2.5,120.72,892.1208,0.0207090788601723,0.0028023110771545736
C3_2022,C3,2022,soil_operation,disk_harrow x3,disk_harrow,3.0,343.62,114.53999999999999,496.2327,3.0000000000000004,0.6924573894465238
C3_2022,C3,2022,soil_operation,levelling,laser_leveler,1.0,114.54,114.53999999999999,496.2327,1.0000000000000002,0.23081912981550792
C3_2022,C3,2022,soil_operation,fertiliser_integration,rotary_tiller,1.0,114.54,114.53999999999999,496.2327,1.0000000000000002,0.23081912981550792
C3_2022,C3,2022,harvest,colheita,combine_harvester,1.0,114.54,114.53999999999999,496.2327,1.0000000000000002,0.23081912981550792
C3_2022,C3,2022,basal_fertilisation,adubação fundo,centrifugal_spreader,1.0,114.54,114.53999999999999,496.2327,1.0000000000000002,0.23081912981550792
C3_2022,C3,2022,topdressing,adubação cobertura,centrifugal_spreader,1.0,114.54,114.53999999999999,496.2327,1.0000000000000002,0.23081912981550792
C3_2022,C3,2022,topdressing,adubação cobertura,centrifugal_spreader,1.0,114.54,114.53999999999999,496.2327,1.0000000000000002,0.23081912981550792
C3_2022,C3,2022,crop_protection,herbicide,sprayer,1.0,26.31,114.53999999999999,496.2327,0.22970141435306443,0.05301948057836575
C3_2022,C3,2022,crop_protection,herbicide,sprayer,1.0,36.57,114.53999999999999,496.2327,0.31927710843373497,0.07369526433868626
C3_2022,C3,2022,crop_protection,herbicide,sprayer,1.0,27.89,114.53999999999999,496.2327,0.24349572201850883,0.056203470670111014
C3_2022,C3,2022,crop_protection,herbicide,sprayer,1.0,23.77,114.53999999999999,496.2327,0.20752575519469182,0.04790091422834489
C3_2022,C3,2022,crop_protection,herbicide,sprayer,1.0,26.31,114.53999999999999,496.2327,0.22970141435306443,0.05301948057836575
C3_2022,C3,2022,crop_protection,herbicide,sprayer,1.0,36.57,114.53999999999999,496.2327,0.31927710843373497,0.07369526433868626
C3_2022,C3,2022,crop_protection,herbicide,sprayer,1.0,27.89,114.53999999999999,496.2327,0.24349572201850883,0.056203470670111014
C3_2022,C3,2022,crop_protection,herbicide,sprayer,1.0,23.77,114.53999999999999,496.2327,0.20752575519469182,0.04790091422834489
